"source_member_ordinal","member_path_raw","pair_token_opaque","typed_observation_count","resolution_status","resolution_method","official_pair_key","official_altname","official_wsname","base_asset_id","quote_asset_id","base_exchange_symbol","quote_exchange_symbol","pair_status","research_eligible","identity_evidence_json"
"633","ARCEUR_1.csv","ARCEUR","472","official_exact","official_altname_exact","ARCEUR","ARCEUR","ARC/EUR","ARC","ZEUR","ARC","EUR","online","True","{""pair_key"":""ARCEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ARC"",""quote"":""ZEUR""}"
"641","ARCUSD_1.csv","ARCUSD","1661","official_exact","official_altname_exact","ARCUSD","ARCUSD","ARC/USD","ARC","ZUSD","ARC","USD","online","True","{""pair_key"":""ARCUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ARC"",""quote"":""ZUSD""}"
"649","AREUR_1.csv","AREUR","1157","official_exact","official_altname_exact","AREUR","AREUR","AR/EUR","AR","ZEUR","AR","EUR","online","True","{""pair_key"":""AREUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AR"",""quote"":""ZEUR""}"
"657","ARKMEUR_1.csv","ARKMEUR","2879","official_exact","official_altname_exact","ARKMEUR","ARKMEUR","ARKM/EUR","ARKM","ZEUR","ARKM","EUR","online","True","{""pair_key"":""ARKMEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ARKM"",""quote"":""ZEUR""}"
"665","ARKMUSD_1.csv","ARKMUSD","8386","official_exact","official_altname_exact","ARKMUSD","ARKMUSD","ARKM/USD","ARKM","ZUSD","ARKM","USD","online","True","{""pair_key"":""ARKMUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ARKM"",""quote"":""ZUSD""}"
"673","ARPAEUR_1.csv","ARPAEUR","913","official_exact","official_altname_exact","ARPAEUR","ARPAEUR","ARPA/EUR","ARPA","ZEUR","ARPA","EUR","online","True","{""pair_key"":""ARPAEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ARPA"",""quote"":""ZEUR""}"
"681","ARPAUSD_1.csv","ARPAUSD","3658","official_exact","official_altname_exact","ARPAUSD","ARPAUSD","ARPA/USD","ARPA","ZUSD","ARPA","USD","online","True","{""pair_key"":""ARPAUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ARPA"",""quote"":""ZUSD""}"
"689","ARUSD_1.csv","ARUSD","8704","official_exact","official_altname_exact","ARUSD","ARUSD","AR/USD","AR","ZUSD","AR","USD","online","True","{""pair_key"":""ARUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AR"",""quote"":""ZUSD""}"
"697","ASRREUR_1.csv","ASRREUR","168","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","ASRR/EUR","ASRR","ZEUR","ASRR","EUR","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":697,""official_support_url"":""""}"
"705","ASRRUSD_1.csv","ASRRUSD","3324","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","ASRR/USD","ASRR","ZUSD","ASRR","USD","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":705,""official_support_url"":""""}"
"713","ASTREUR_1.csv","ASTREUR","3127","official_exact","official_altname_exact","ASTREUR","ASTREUR","ASTR/EUR","ASTR","ZEUR","ASTR","EUR","online","True","{""pair_key"":""ASTREUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ASTR"",""quote"":""ZEUR""}"
"721","ASTRUSD_1.csv","ASTRUSD","5608","official_exact","official_altname_exact","ASTRUSD","ASTRUSD","ASTR/USD","ASTR","ZUSD","ASTR","USD","online","True","{""pair_key"":""ASTRUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ASTR"",""quote"":""ZUSD""}"
"729","ATHEUR_1.csv","ATHEUR","3855","official_exact","official_altname_exact","ATHEUR","ATHEUR","ATH/EUR","ATH","ZEUR","ATH","EUR","online","True","{""pair_key"":""ATHEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ATH"",""quote"":""ZEUR""}"
"737","ATHUSD_1.csv","ATHUSD","18138","official_exact","official_altname_exact","ATHUSD","ATHUSD","ATH/USD","ATH","ZUSD","ATH","USD","online","True","{""pair_key"":""ATHUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ATH"",""quote"":""ZUSD""}"
"745","ATLASEUR_1.csv","ATLASEUR","1800","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","ATLAS/EUR","ATLAS","ZEUR","ATLAS","EUR","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":745,""official_support_url"":""""}"
"753","ATLASUSD_1.csv","ATLASUSD","5102","official_exact","official_altname_exact","ATLASUSD","ATLASUSD","ATLAS/USD","ATLAS","ZUSD","ATLAS","USD","online","True","{""pair_key"":""ATLASUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ATLAS"",""quote"":""ZUSD""}"
"761","ATOMETH_1.csv","ATOMETH","3340","official_exact","official_altname_exact","ATOMETH","ATOMETH","ATOM/ETH","ATOM","XETH","ATOM","ETH","online","True","{""pair_key"":""ATOMETH"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ATOM"",""quote"":""XETH""}"
"769","ATOMEUR_1.csv","ATOMEUR","16568","official_exact","official_altname_exact","ATOMEUR","ATOMEUR","ATOM/EUR","ATOM","ZEUR","ATOM","EUR","online","True","{""pair_key"":""ATOMEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ATOM"",""quote"":""ZEUR""}"
"777","ATOMGBP_1.csv","ATOMGBP","3406","official_exact","official_altname_exact","ATOMGBP","ATOMGBP","ATOM/GBP","ATOM","ZGBP","ATOM","GBP","online","True","{""pair_key"":""ATOMGBP"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ATOM"",""quote"":""ZGBP""}"
"785","ATOMUSDC_1.csv","ATOMUSDC","3778","official_exact","official_altname_exact","ATOMUSDC","ATOMUSDC","ATOM/USDC","ATOM","USDC","ATOM","USDC","online","True","{""pair_key"":""ATOMUSDC"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ATOM"",""quote"":""USDC""}"
"793","ATOMUSDT_1.csv","ATOMUSDT","9455","official_exact","official_altname_exact","ATOMUSDT","ATOMUSDT","ATOM/USDT","ATOM","USDT","ATOM","USDT","online","True","{""pair_key"":""ATOMUSDT"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ATOM"",""quote"":""USDT""}"
"801","ATOMUSD_1.csv","ATOMUSD","53335","official_exact","official_altname_exact","ATOMUSD","ATOMUSD","ATOM/USD","ATOM","ZUSD","ATOM","USD","online","True","{""pair_key"":""ATOMUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ATOM"",""quote"":""ZUSD""}"
"809","ATOMXBT_1.csv","ATOMXBT","4660","official_exact","official_altname_exact","ATOMXBT","ATOMXBT","ATOM/XBT","ATOM","XXBT","ATOM","XBT","online","True","{""pair_key"":""ATOMXBT"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ATOM"",""quote"":""XXBT""}"
"817","AUCTIONEUR_1.csv","AUCTIONEUR","1085","official_exact","official_altname_exact","AUCTIONEUR","AUCTIONEUR","AUCTION/EUR","AUCTION","ZEUR","AUCTION","EUR","online","True","{""pair_key"":""AUCTIONEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AUCTION"",""quote"":""ZEUR""}"
"825","AUCTIONUSD_1.csv","AUCTIONUSD","5841","official_exact","official_altname_exact","AUCTIONUSD","AUCTIONUSD","AUCTION/USD","AUCTION","ZUSD","AUCTION","USD","online","True","{""pair_key"":""AUCTIONUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AUCTION"",""quote"":""ZUSD""}"
"833","AUDIOEUR_1.csv","AUDIOEUR","1026","official_exact","official_altname_exact","AUDIOEUR","AUDIOEUR","AUDIO/EUR","AUDIO","ZEUR","AUDIO","EUR","online","True","{""pair_key"":""AUDIOEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AUDIO"",""quote"":""ZEUR""}"
"841","AUDIOUSD_1.csv","AUDIOUSD","4953","official_exact","official_altname_exact","AUDIOUSD","AUDIOUSD","AUDIO/USD","AUDIO","ZUSD","AUDIO","USD","online","True","{""pair_key"":""AUDIOUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AUDIO"",""quote"":""ZUSD""}"
"849","AUDJPY_1.csv","AUDJPY","1385","official_exact","official_altname_exact","AUDJPY","AUDJPY","AUD/JPY","ZAUD","ZJPY","AUD","JPY","online","True","{""pair_key"":""AUDJPY"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ZAUD"",""quote"":""ZJPY""}"
"857","AUDUSD_1.csv","AUDUSD","46000","official_exact","official_altname_exact","AUDUSD","AUDUSD","AUD/USD","ZAUD","ZUSD","AUD","USD","online","True","{""pair_key"":""AUDUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""ZAUD"",""quote"":""ZUSD""}"
"865","AVAAIEUR_1.csv","AVAAIEUR","2275","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","AVAAI/EUR","AVAAI","ZEUR","AVAAI","EUR","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":865,""official_support_url"":""""}"
"873","AVAAIUSD_1.csv","AVAAIUSD","7857","official_exact","official_altname_exact","AVAAIUSD","AVAAIUSD","AVAAI/USD","AVAAI","ZUSD","AVAAI","USD","online","True","{""pair_key"":""AVAAIUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AVAAI"",""quote"":""ZUSD""}"
"881","AVAXEUR_1.csv","AVAXEUR","27753","official_exact","official_altname_exact","AVAXEUR","AVAXEUR","AVAX/EUR","AVAX","ZEUR","AVAX","EUR","online","True","{""pair_key"":""AVAXEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AVAX"",""quote"":""ZEUR""}"
"889","AVAXUSDC_1.csv","AVAXUSDC","6110","official_exact","official_altname_exact","AVAXUSDC","AVAXUSDC","AVAX/USDC","AVAX","USDC","AVAX","USDC","online","True","{""pair_key"":""AVAXUSDC"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AVAX"",""quote"":""USDC""}"
"897","AVAXUSDT_1.csv","AVAXUSDT","15194","official_exact","official_altname_exact","AVAXUSDT","AVAXUSDT","AVAX/USDT","AVAX","USDT","AVAX","USDT","online","True","{""pair_key"":""AVAXUSDT"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AVAX"",""quote"":""USDT""}"
"905","AVAXUSD_1.csv","AVAXUSD","68768","official_exact","official_altname_exact","AVAXUSD","AVAXUSD","AVAX/USD","AVAX","ZUSD","AVAX","USD","online","True","{""pair_key"":""AVAXUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AVAX"",""quote"":""ZUSD""}"
"913","AXSEUR_1.csv","AXSEUR","4747","official_exact","official_altname_exact","AXSEUR","AXSEUR","AXS/EUR","AXS","ZEUR","AXS","EUR","online","True","{""pair_key"":""AXSEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AXS"",""quote"":""ZEUR""}"
"921","AXSUSD_1.csv","AXSUSD","50533","official_exact","official_altname_exact","AXSUSD","AXSUSD","AXS/USD","AXS","ZUSD","AXS","USD","online","True","{""pair_key"":""AXSUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""AXS"",""quote"":""ZUSD""}"
"929","B3EUR_1.csv","B3EUR","703","official_exact","official_altname_exact","B3EUR","B3EUR","B3/EUR","B3","ZEUR","B3","EUR","online","True","{""pair_key"":""B3EUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""B3"",""quote"":""ZEUR""}"
"937","B3USD_1.csv","B3USD","5783","official_exact","official_altname_exact","B3USD","B3USD","B3/USD","B3","ZUSD","B3","USD","online","True","{""pair_key"":""B3USD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""B3"",""quote"":""ZUSD""}"
"945","BABYEUR_1.csv","BABYEUR","673","official_exact","official_altname_exact","BABYEUR","BABYEUR","BABY/EUR","BABY","ZEUR","BABY","EUR","online","True","{""pair_key"":""BABYEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BABY"",""quote"":""ZEUR""}"
"953","BABYUSD_1.csv","BABYUSD","8601","official_exact","official_altname_exact","BABYUSD","BABYUSD","BABY/USD","BABY","ZUSD","BABY","USD","online","True","{""pair_key"":""BABYUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BABY"",""quote"":""ZUSD""}"
"961","BADGEREUR_1.csv","BADGEREUR","5507","official_exact","official_altname_exact","BADGEREUR","BADGEREUR","BADGER/EUR","BADGER","ZEUR","BADGER","EUR","online","True","{""pair_key"":""BADGEREUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BADGER"",""quote"":""ZEUR""}"
"969","BADGERUSD_1.csv","BADGERUSD","10497","official_exact","official_altname_exact","BADGERUSD","BADGERUSD","BADGER/USD","BADGER","ZUSD","BADGER","USD","online","True","{""pair_key"":""BADGERUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BADGER"",""quote"":""ZUSD""}"
"977","BALEUR_1.csv","BALEUR","1496","official_exact","official_altname_exact","BALEUR","BALEUR","BAL/EUR","BAL","ZEUR","BAL","EUR","online","True","{""pair_key"":""BALEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BAL"",""quote"":""ZEUR""}"
"985","BALUSD_1.csv","BALUSD","7542","official_exact","official_altname_exact","BALUSD","BALUSD","BAL/USD","BAL","ZUSD","BAL","USD","online","True","{""pair_key"":""BALUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BAL"",""quote"":""ZUSD""}"
"993","BANANAS31EUR_1.csv","BANANAS31EUR","628","official_exact","official_altname_exact","BANANAS31EUR","BANANAS31EUR","BANANAS31/EUR","BANANAS31","ZEUR","BANANAS31","EUR","online","True","{""pair_key"":""BANANAS31EUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BANANAS31"",""quote"":""ZEUR""}"
"1001","BANANAS31USD_1.csv","BANANAS31USD","7875","official_exact","official_altname_exact","BANANAS31USD","BANANAS31USD","BANANAS31/USD","BANANAS31","ZUSD","BANANAS31","USD","online","True","{""pair_key"":""BANANAS31USD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BANANAS31"",""quote"":""ZUSD""}"
"1009","BANDEUR_1.csv","BANDEUR","1132","official_exact","official_altname_exact","BANDEUR","BANDEUR","BAND/EUR","BAND","ZEUR","BAND","EUR","online","True","{""pair_key"":""BANDEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BAND"",""quote"":""ZEUR""}"
"1017","BANDUSD_1.csv","BANDUSD","2197","official_exact","official_altname_exact","BANDUSD","BANDUSD","BAND/USD","BAND","ZUSD","BAND","USD","online","True","{""pair_key"":""BANDUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BAND"",""quote"":""ZUSD""}"
"1025","BATEUR_1.csv","BATEUR","2531","official_exact","official_altname_exact","BATEUR","BATEUR","BAT/EUR","BAT","ZEUR","BAT","EUR","online","True","{""pair_key"":""BATEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BAT"",""quote"":""ZEUR""}"
"1033","BATUSD_1.csv","BATUSD","6428","official_exact","official_altname_exact","BATUSD","BATUSD","BAT/USD","BAT","ZUSD","BAT","USD","online","True","{""pair_key"":""BATUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BAT"",""quote"":""ZUSD""}"
"1041","BCHAUD_1.csv","BCHAUD","1486","official_exact","official_altname_exact","BCHAUD","BCHAUD","BCH/AUD","BCH","ZAUD","BCH","AUD","online","True","{""pair_key"":""BCHAUD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BCH"",""quote"":""ZAUD""}"
"1049","BCHETH_1.csv","BCHETH","2652","official_exact","official_altname_exact","BCHETH","BCHETH","BCH/ETH","BCH","XETH","BCH","ETH","online","True","{""pair_key"":""BCHETH"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BCH"",""quote"":""XETH""}"
"1057","BCHEUR_1.csv","BCHEUR","26866","official_exact","official_altname_exact","BCHEUR","BCHEUR","BCH/EUR","BCH","ZEUR","BCH","EUR","online","True","{""pair_key"":""BCHEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BCH"",""quote"":""ZEUR""}"
"1065","BCHGBP_1.csv","BCHGBP","2804","official_exact","official_altname_exact","BCHGBP","BCHGBP","BCH/GBP","BCH","ZGBP","BCH","GBP","online","True","{""pair_key"":""BCHGBP"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BCH"",""quote"":""ZGBP""}"
"1073","BCHJPY_1.csv","BCHJPY","642","official_exact","official_altname_exact","BCHJPY","BCHJPY","BCH/JPY","BCH","ZJPY","BCH","JPY","online","True","{""pair_key"":""BCHJPY"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BCH"",""quote"":""ZJPY""}"
"1081","BCHUSDC_1.csv","BCHUSDC","2177","official_exact","official_altname_exact","BCHUSDC","BCHUSDC","BCH/USDC","BCH","USDC","BCH","USDC","online","True","{""pair_key"":""BCHUSDC"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""BCH"",""quote"":""USDC""}"
